ISO3,Country,Year,Hypertension_Pct,Hypertension_Diagnosed_Pct,Hypertension_Treated_Pct,Hypertension_Controlled_Pct,Untreated_Stage2_Pct
MHL,Marshall Islands,2018,0.31716096404587346,0.452671488117111,0.305224816195769,0.14581590265303201,0.23641693070082498
MHL,Marshall Islands,2019,0.318432395778221,0.45463133371910247,0.302067965913137,0.14613340083652748,0.2402529783259345
NIU,Niue,1990,0.3454323384384175,0.377915540119798,0.323983920833737,0.0869691067617666,0.233626045281553
NIU,Niue,1991,0.3429575612833955,0.3824545850784935,0.32656222715900696,0.08788190788792,0.22904488091520853
NIU,Niue,1992,0.3405960489499275,0.3872977040676845,0.3293257656896335,0.08925367811981935,0.2246067496600675
NIU,Niue,1993,0.33835242348947303,0.3922308001417055,0.332350214804663,0.091092293009504,0.2203469906589045
NIU,Niue,1994,0.3363214248981325,0.39719421799891297,0.335574611970961,0.0934418964924004,0.21621487706189152
NIU,Niue,1995,0.3345495521010225,0.402241467877246,0.339025088101372,0.0962853651029065,0.21225034695087952
NIU,Niue,1996,0.3331497285601675,0.4073872675956715,0.34259723683250454,0.09955302273102401,0.20844164960539802
NIU,Niue,1997,0.3321111594968235,0.4126661587940645,0.3463415168744875,0.10318194392257116,0.2047963167114625
NIU,Niue,1998,0.33151790220096,0.41802575094431005,0.350307330071167,0.1070745764919125,0.201353383084486
NIU,Niue,1999,0.33146703818268397,0.423489447667876,0.3544434041469785,0.11114141611592879,0.19817368184975848
NIU,Niue,2000,0.3319059302580195,0.42914094210931497,0.3588359416435955,0.11543826676419836,0.195220902964594
NIU,Niue,2001,0.33286487235978246,0.43494840049460604,0.363522836005988,0.1200016952395756,0.192549688150342
NIU,Niue,2002,0.334384950910285,0.4409342335549995,0.36840914873089803,0.1247294061471976,0.1901940039595555
NIU,Niue,2003,0.336400678791211,0.447146072185867,0.373419008658616,0.1295817740978756,0.1881312345994595
NIU,Niue,2004,0.338888804003039,0.4536424738476915,0.37851344243184903,0.13448641668642713,0.1863742256579355
NIU,Niue,2005,0.341879890570412,0.4603505774840705,0.3835757467189135,0.13925281568315717,0.18497452630238348
NIU,Niue,2006,0.3453224192351625,0.46720822209675095,0.38845195098984153,0.143814590442924,0.183959498562613
NIU,Niue,2007,0.34920044423677554,0.47406568963186346,0.392950635850841,0.147990787033088,0.1832707597121545
NIU,Niue,2008,0.353344355218558,0.4809139612231715,0.39709555396073,0.151685371912959,0.182905119995177
NIU,Niue,2009,0.3576664230116165,0.48765949732180747,0.400818156047786,0.154940933043821,0.18282050810671652
NIU,Niue,2010,0.36194616214937403,0.4943067579480145,0.404131152632087,0.15796728302435298,0.1830017731739385
NIU,Niue,2011,0.3660637528660915,0.500600705110812,0.40693728925120354,0.1608375913221505,0.1834281594218375
