ISO3,Country,Year,Underweight_Pct,HealthyWeight_Pct,Overweight_Pct,Obesity_Pct,Class1_Obesity_Pct,Class2_Obesity_Pct,Morbid_Obesity_Pct
COK,Cook Islands,2003,0.0052206790925457495,0.1313976177795478,0.27322283196964015,0.580051173378888,0.2750034385123242,0.17610759608153556,0.1289401387850282
COK,Cook Islands,2004,0.0050688383404493,0.12884050319987406,0.2696642307542964,0.5865848161259726,0.2757098202484167,0.17808681279181035,0.1327881830857455
COK,Cook Islands,2005,0.0049314810770424,0.12627952156538905,0.265936353029255,0.5932547180979104,0.2763150794589908,0.18003316496344468,0.13690647367547482
COK,Cook Islands,2006,0.0048066008267377,0.12369960260557536,0.26200368937444074,0.6001162640289002,0.27682757164214444,0.18196399956707535,0.14132469281968035
COK,Cook Islands,2007,0.0046935482511464,0.12110357863396645,0.25783648121638036,0.6072003730719526,0.2772384943210477,0.1838872293966305,0.1460746493542744
COK,Cook Islands,2008,0.0045920663535519,0.11848128611198569,0.2534595843697494,0.614495427245789,0.2775478172393871,0.1858223088898716,0.15112530111653016
COK,Cook Islands,2009,0.0044989182022968,0.11584687408912185,0.2489143490391311,0.6219519765601306,0.2777567844489094,0.1877425209429196,0.1564526711683015
COK,Cook Islands,2010,0.0044153479891642,0.11324983386718854,0.24426715559544232,0.6294539644690977,0.2778359743980299,0.18958840955510176,0.162029580515966
COK,Cook Islands,2011,0.00434083006452405,0.11069200368865305,0.23954530653525966,0.6369744383308658,0.2777219507678639,0.19140145212806453,0.16785103543493718
COK,Cook Islands,2012,0.004275221219760501,0.10814912575267015,0.23475879869112232,0.644526592429568,0.2774286833580939,0.1932044438264947,0.17389346524497934
COK,Cook Islands,2013,0.0042178867986045,0.1056112739675509,0.2299187988500418,0.6521100495822467,0.2769516216670076,0.1950096946506267,0.18014873326461234
COK,Cook Islands,2014,0.0041692578343115,0.10306436020684726,0.22504119261552985,0.6597225543092429,0.27626846873616245,0.19685512534997146,0.1865989602231089
COK,Cook Islands,2015,0.0041298022751014,0.10050196619382684,0.22012135521513165,0.667375678830701,0.27536812222087803,0.19876242141550224,0.19324513519432057
COK,Cook Islands,2016,0.004099421530524949,0.09791816436348524,0.21514981267013356,0.6750840478729665,0.274262959340725,0.2007253719240863,0.200095716608155
COK,Cook Islands,2017,0.0040803687200382,0.09536442315073175,0.2101433819595972,0.6827757932644432,0.27290825301987864,0.20273441336000214,0.20713312688456237
COK,Cook Islands,2018,0.00407145389201625,0.09285963783785581,0.205136288170328,0.6903993610329042,0.27130830715794263,0.2047491743367326,0.21434187953822895
COK,Cook Islands,2019,0.00407212139143445,0.09040713141060225,0.2001163565191285,0.6979652892802644,0.2694817632897195,0.20676822390373245,0.22171530208681223
COK,Cook Islands,2020,0.00408202697166725,0.08798174637374359,0.19506932847707226,0.7055136712721164,0.2674974342149778,0.20879720087506795,0.2292190361820704
COK,Cook Islands,2021,0.0041009799331651,0.0855855451351424,0.19002115206591963,0.713017503680037,0.26537964570493194,0.2108226229937113,0.23681523498139356
COK,Cook Islands,2022,0.0041277342497100505,0.08322514483827476,0.18497261134496784,0.7204698371245217,0.2631601696871235,0.2128128054721085,0.2444968619652896
COK,Cook Islands,2023,0.00416207895846815,0.08092149749167771,0.1799579260307331,0.7278157065474449,0.26088672447030503,0.21474898555986538,0.25217999651727435
COK,Cook Islands,2024,0.0042031312321641,0.078678656001398,0.17500559082318973,0.7350246807322113,0.2585689068806458,0.2166315181575248,0.2598242556940406
FJI,Fiji,1980,0.0827518436019713,0.39448127274062056,0.2892783336766239,0.16400234530397004,0.12001255670728689,0.0334998457095101,0.01048994288717295
FJI,Fiji,1981,0.08041376101349465,0.3932516240043074,0.2912850154589268,0.1667123714912591,0.12201808154512865,0.03405012191670355,0.0106441680294268
FJI,Fiji,1982,0.0781250745030529,0.3919241483610818,0.2932460567445484,0.16949446770773086,0.1240520604690105,0.03462457931234505,0.0108178279263752
